company_name,domain,domain_status,domain_source,original_domain,heavy_equipment_icp,category,us_based,website_title,evidence
Spear Chardon Tractor Sales,speartractor.com,likely,original,speartractor.com,Yes,ag equipment dealer,unknown,Just a moment...,"Spear tractor domain, blocked"
Specialty Tractors,specialtytractor.com,verified,replaced original,specialtytractors.com,Yes,ag / tractor equipment dealer,yes,"Specialty Tractors | Mahindra & Exmark Dealer — Lancaster, OH","site: Specialty Tractors | Mahindra & Exmark Dealer — Lancaster, OH"
Spider by BrandSafway,spiderstaging.com,verified,original (confirmed),spiderstaging.com,Yes,construction equipment dealer / rental,unknown,Suspended Access Equipment & Supplies,site: Suspended Access Equipment & Supplies
Sroka Inc.,srokausa.com,verified,original (confirmed),srokausa.com,Yes,material handling,yes,Heavy-Duty Electric Pallet Trucks & Custom Material Handling | Sroka,Sroka electric pallet trucks
Standard Rents,rentstandard.com,verified,original (confirmed),rentstandard.com,Yes,construction equipment dealer / rental,yes,Standard Rents — Kubota & Water Truck Rental | Hudson OH | Summit & Portage,site: Standard Rents — Kubota & Water Truck Rental | Hudson OH | Summit & Po
"Steel Valley Crane Services, LLC",steelvalleycrane.com,verified,original (confirmed),steelvalleycrane.com,Yes,crane service,yes,Steel Valley Crane,Steel Valley Crane
Steiners Equipment Sales and Rental,,no_website,,,Yes,equipment rental,unknown,,name only
Steinke Tractor,steinketractor.com,likely,original,steinketractor.com,Yes,ag equipment dealer,unknown,Just a moment...,"Steinke tractor domain, blocked"
"Steve Myers Service, Inc.",stevemyersservice.com,verified,replaced original,stevemyersserviceinc.com,Yes,ag equipment dealer,yes,Steve Myers Service,"excavators, tractors, implements"
Streacker Tractor Sales,streackertractor.com,verified,original (confirmed),streackertractor.com,Yes,construction equipment dealer / rental,yes,"New Holland farm and construction equipment, Kubota and Bobcat equipment dealer » Streacker Tractor Sales, Inc.","site: New Holland farm and construction equipment, Kubota and Bobcat equipme"
Street Machinery,streetmachinery.com,verified,original (confirmed),streetmachinery.com,Yes,construction equipment dealer,unknown,Street Machinery,Street Machinery site
Strongsville Excavating Co Inc,,no_website,,,Yes,excavation contractor,unknown,,name only
Stryker Equipment,strykerequip.com,likely,original,strykerequip.com,Yes,equipment dealer,unknown,Just a moment...,"Stryker domain, blocked"
Sully's Tool & Party Rental,sullysrental.com,verified,original (confirmed),sullysrental.com,Yes,construction equipment rental,unknown,Tool & Party Equipment Rentals in Northeast Ohio,"excavators, skid steers plus party"
Summit Lift Truck,summitlifttruck.com,verified,original (confirmed),summitlifttruck.com,Yes,forklift / material handling,yes,Summit Lift Truck,site: Summit Lift Truck
Sun Rental Tents & Events,sunrental.com,verified,original (confirmed),sunrental.com,Yes,construction equipment rental,unknown,Sun Rental - Equipment Rental and Party Rental in Mentor OH,"excavators, earth moving plus party rental"
Sunrise Equipment,sunriseequipment.com,verified,original (confirmed),sunriseequipment.com,Yes,forklift / material handling,yes,Bucket Trucks | Digger Derricks | Home Page - Sunrise Equipment,site: Bucket Trucks | Digger Derricks | Home Page - Sunrise Equipment
Surplus Industrial Sales,excavatorfinaldrive.com,verified,original (confirmed),excavatorfinaldrive.com,Yes,construction equipment dealer / rental,yes,Excavator Final Drive - Final Drive Rebuild Surplus Industrial Sales | Niles Oh.,site: Excavator Final Drive - Final Drive Rebuild Surplus Industrial Sales |
Swisshelm Equipment Co Inc,swisshelmforklifts.com,verified,original (confirmed),swisshelmforklifts.com,Yes,forklift dealer,yes,Swisshelm Equipment Company,Swisshelm forklifts
T R Crane & Towing Service,trcraneandtowing.com,verified,original (confirmed),trcraneandtowing.com,Yes,crane service,yes,TR Crane – Crane Rentals & Operated Lifting Services Across Northeast Ohio,TR Crane rentals
Taylor Rental,taylorrentalavon.com,verified,original (confirmed),taylorrentalavon.com,Yes,general equipment rental,yes,"Equipment Rental for Contractor & DIYers, Party & Wedding Supplies | Taylor Rental of Avon, OH | Avon, OH","skid steers, track loaders rental"
Taylor Rental Berea,taylorrentalberea.com,verified,original (confirmed),taylorrentalberea.com,Yes,general equipment rental,unknown,"Taylor Rental Do-It Best: Hardware, Rentals & More - Berea, OH","Kubota, Bobcat rentals"
Taylor True Value Rental,trohio.com,verified,original (confirmed),trohio.com,Yes,construction equipment dealer / rental,yes,Taylor True Value Rental,site: Taylor True Value Rental
Ted's Rental Inc,tedsrental.net,verified,original (confirmed),tedsrental.net,Yes,construction equipment rental,yes,"Home | Equipment Rental | Ted's Rental | Middletown, OH",construction equipment rental Middletown
The A.J. Gates Company,ajgates.com,verified,original (confirmed),ajgates.com,Yes,forklift / material handling,yes,The A.J. Gates Company: Cleveland Area Forklift Dealer,site: The A.J. Gates Company: Cleveland Area Forklift Dealer
The McLean Company,themcleancompany.com,verified,original (confirmed),themcleancompany.com,Yes,construction equipment dealer / rental,yes,Road Construction and Aggregate Equipment | The McLean Co.,site: Road Construction and Aggregate Equipment | The McLean Co.
The Ohio Cat Rental Store,ohiocat.com,verified,replaced original,ohiocatrentalstore.com,Yes,construction equipment rental,unknown,Rent - Ohio CAT,Ohio CAT rental
TMS Stoller Tractor Inc,tmsstollertractor.com,verified,original (confirmed),tmsstollertractor.com,Yes,ag / tractor equipment dealer,yes,TMS Stoller Tractor Inc. - Used Tractor and Combine Parts - TMS Stoller Tractor: Used and New Tractor and Combine Parts,site: TMS Stoller Tractor Inc. - Used Tractor and Combine Parts - TMS Stolle
TNT Equipment Co,tntequip.com,verified,original (confirmed),tntequip.com,Yes,aerial lift / telehandler,yes,TNT Equipment Co,site: TNT Equipment Co
Tool Rental,,no_website,,,Yes,equipment rental,yes,,"listed domain belongs to another business; site is Ace Tool Rental, generic"
Tractor Barn,tractorbarnoh.com,verified,original (confirmed),tractorbarnoh.com,Yes,ag equipment dealer,yes,Farm Tractors and Lawn Mowers | Tractor Barn | Columbiana OH,farm tractors Columbiana OH
Tractor Depot Inc,,no_website,original removed,thetractordepot.com,Yes,tractor dealer,unknown,,listed domain belongs to another business; domain reserved placeholder
Tractor Service & Supply Inc,tractorserviceandsupply.com,likely,original,tractorserviceandsupply.com,Yes,tractor service,unknown,Just a moment...,"domain matches, blocked"
Tractor Specialists - Bad Boy - Stihl - Mahindra,tractorspecialists.com,likely,original,tractorspecialists.com,Yes,ag equipment dealer,unknown,Just a moment...,"Mahindra tractors, blocked"
Tradesmen Crane & Scaffolding - Columbus,tradesmencrane.com,verified,original (confirmed),tradesmencrane.com,Yes,crane / rigging service,yes,"Crane & Scaffolding Equipment Rental | Columbus, Ohio | Tradesmen Crane","site: Crane & Scaffolding Equipment Rental | Columbus, Ohio | Tradesmen Cran"
"Transport Specialists, Inc.",tktransport.net,likely,original,tktransport.net,Yes,heavy haul trucking,unknown,Just a moment...,"transport, blocked"
Tri-Ag Farm Services,,no_website,,,Yes,ag services,unknown,,name only
Tri-Green Interstate Equipment Inc,trigreeneq.com,likely,original,trigreeneq.com,Yes,ag equipment dealer,unknown,Just a moment...,"John Deere dealer, blocked"
Triple H Farm Equipment,triplehfarmequipment.com,likely,original,triplehfarmequipment.com,Yes,ag equipment dealer,unknown,Just a moment...,"domain matches, blocked"
TRL Rents – A Versalift Company,trlrents.com,verified,original (confirmed),trlrents.com,Yes,aerial lift rental,unknown,TRL Rents - Bucket Truck Rental,bucket truck rental
Trux & Equipment,truxandequipment.com,verified,original (confirmed),truxandequipment.com,Yes,heavy truck dealer / service,yes,Used Semi Truck Dealership Seville OH | Trux and Equipment,site: Used Semi Truck Dealership Seville OH | Trux and Equipment
Tuffman Equipment Rental & Supply,tuffmanequip.com,verified,original (confirmed),tuffmanequip.com,Yes,construction equipment dealer / rental,yes,"TUFFMAN Equipment Rental & Supply |  | Sandusky, Norwalk & Sheffield Locations | Ohio","site: TUFFMAN Equipment Rental & Supply |  | Sandusky, Norwalk & Sheffield L"
Unitize Co Inc,unitize.com,verified,original (confirmed),unitize.com,Yes,rigging/millwright,unknown,"Orbit Movers & Erectors, Orbit Sheet Metal and S&D/Osterfeld Mechanical Contractors",Orbit Movers & Erectors
"Valley Freightliner, Western Star Trucks of Cleveland",valleyfreightlinertruck.com,verified,original (confirmed),valleyfreightlinertruck.com,Yes,heavy truck dealer,yes,"Valley Freightliner | Serving Parma, Cleveland, Berea, Akron, Middleburg Heights, and Broadview Heights OH",Valley Freightliner
Valley Industrial Trucks,valleyindustrialtrucks.com,likely,original,valleyindustrialtrucks.com,Yes,forklift dealer,unknown,valleyindustrialtrucks.com,"domain matches, blocked"
Value Forklifts,valueforklifts.com,verified,original (confirmed),valueforklifts.com,Yes,construction equipment dealer / rental,yes,Used Forklift For Sale | Buy a Forklift Truck | Value Forklifts,site: Used Forklift For Sale | Buy a Forklift Truck | Value Forklifts
Vandalia Rental,vandaliarental.com,verified,original (confirmed),vandaliarental.com,Yes,construction equipment dealer / rental,yes,"Industrial Tool & Construction Equipment Rental Agency Dayton, Cincinnati, Columbus & Lima OH | Florence KY Lift, Skid S","site: Industrial Tool & Construction Equipment Rental Agency Dayton, Cincinn"
"VanTastic Crane Service, Inc.",,no_website,,,Yes,crane service,unknown,,name only
"Varney Excavating, Inc.",,no_website,,,Yes,excavation contractor,unknown,,name only
Vernon Dell Tractor Sales,vernondelltractor.com,likely,original,vernondelltractor.com,Yes,ag equipment dealer,unknown,Just a moment...,"domain matches, blocked"
Village Rental,villagerental.com,verified,original (confirmed),villagerental.com,Yes,general equipment rental,yes,"Equipment Rentals in Centerville OH | Party Rentals in Centerville, South Dayton, Beavercreek, Kettering, West Carrollto","equipment & party rental, earth moving"
Voss Brothers,vossbros.com,verified,original (confirmed),vossbros.com,Yes,ag equipment dealer,yes,Home - Voss Brothers Tractors,"Voss tractors, Bobcat, Mahindra"
Wagner Crane Rigging & Machinery,wagnercrane.net,verified,original (confirmed),wagnercrane.net,Yes,crane / rigging service,yes,"Wagner Crane, Rigging, & Machinery Transport | Trucking Services","site: Wagner Crane, Rigging, & Machinery Transport | Trucking Services"
"Wagoner Power Equipment, Inc.",wagonerpower.com,verified,original (confirmed),wagonerpower.com,Yes,ag equipment dealer,yes,Home - Wagoner Power,"combines, bobcat"
Walsh's 24/7 Tractor-Trailer Repair LLC,,no_website,,,Yes,heavy truck repair,unknown,,web search: only Yelp/directory listings found
Ward Equipment Sales of Lancaster,wardequip.com,likely,found,,Yes,equipment dealer,unknown,,"found via web search: Ward Equipment Sales, Greensburg IN; Lancaster OH location"
Warehouse Rack - Columbus,warehouserack.com,verified,original (confirmed),warehouserack.com,Yes,forklift / material handling,yes,Warehouse Racking Systems | Material Handling Equipment | Used Pallet Rack | WarehouseRack.com,site: Warehouse Racking Systems | Material Handling Equipment | Used Pallet 
Wellington Implement - Wellington,wellingtonimplement.com,verified,original (confirmed),wellingtonimplement.com,Yes,ag/construction equipment dealer,yes,"New and Used Case Ag and CE Equipment » Wellington Implement, Ohio",Case Ag & CE dealer
"Werk-Brau Co., Inc.",werk-brau.com,verified,original (confirmed),werk-brau.com,Yes,construction equipment dealer / rental,yes,"Attachments for Excavators, Loaders & More | Werk‑Brau","site: Attachments for Excavators, Loaders & More | Werk‑Brau"
West Equipment Co Inc,thewestequipment.com,verified,original (confirmed),thewestequipment.com,Yes,construction equipment,yes,"Local Construction Safety, Industrial Equipment, Impact Hydraulics Rental Services & Supplier Company Toledo OH - West E","construction equipment, hydraulic hammers"
"Western Reserve Trading, Inc.",manlifts.com,likely,original,manlifts.com,Yes,aerial lift dealer,unknown,Just a moment...,"manlifts.com, blocked"
Williams Toyota Lift,williamstoyotalift.com,verified,original (confirmed),williamstoyotalift.com,Yes,forklift / material handling,yes,"Forklift & Equip Sales, Service, Parts, Rentals | Williams Toyota Lift","site: Forklift & Equip Sales, Service, Parts, Rentals | Williams Toyota Lift"
World Equipment & Machine Sales Co.,foundry-eqpt.com,verified,original (confirmed),foundry-eqpt.com,Yes,used industrial equipment,yes,World Equipment & Machine Sales,"forklifts, cranes"
World Truck Towing & Recovery,a1worldtruck.com,verified,original (confirmed),a1worldtruck.com,Yes,crane / rigging service,yes,World Truck Towing: Seville Medina Akron Cleveland Columbus,site: World Truck Towing: Seville Medina Akron Cleveland Columbus
Xenia Tool Rental,xeniatoolrental.com,verified,original (confirmed),xeniatoolrental.com,Yes,general equipment rental,yes,Store Home - Xenia Tool Rental,earth moving rental
Youngstown Kenworth Inc.,youngstownkenworth.com,verified,original (confirmed),youngstownkenworth.com,Yes,heavy truck dealer,yes,Home - Youngstown Kenworth,Kenworth dealer
39 equipment LLC,39equipment.com,verified,original (confirmed),39equipment.com,Yes,ag / tractor equipment dealer,unknown,39 Equipment- Lexington OK Ag Dealership,site: 39 Equipment- Lexington OK Ag Dealership
405 Equipment Sales & Rentals,405equipment.com,verified,original (confirmed),405equipment.com,Yes,construction equipment rental,yes,Home - 405 Equipment LLC,"skid steers, tractors, bobcat"
405Tractor,405tractor.com,likely,original,405tractor.com,Yes,ag equipment dealer,unknown,Just a moment...,blocked
A-1 Forklift Maintenance,,no_website,,,Yes,forklift service,unknown,,name only
A & B Rent-All Inc,abrentall.com,verified,original (confirmed),abrentall.com,Yes,general equipment rental,yes,"A & B Rent-All, Inc. | Oklahoma City Tool & Equipment Rental | Serving OKC Since 1976","trenchers, material handling OKC"
ABC Equipment Rental,abcequipmentrental.com,verified,original (confirmed),abcequipmentrental.com,Yes,construction equipment rental,yes,ABC Equipment Rental | Tool Rental Tulsa OK,"skid steers, backhoes, telehandlers"
Able Crane,ablecrane.com,verified,found,,Yes,crane service,yes,Home - Able Crane Service - Merrimack NH,crane service NH
Aceco Rental & Sales,acecorentals.com,verified,original (confirmed),acecorentals.com,Yes,construction equipment dealer / rental,yes,"Equipment Rentals | Muskogee, OK | Aceco Rentals","site: Equipment Rentals | Muskogee, OK | Aceco Rentals"
Alexander Construction Equipment Rentals,,no_website,,,Yes,construction equipment rental,yes,,listed domain belongs to another business; construction contractor site not equipment rental
All American Forklift LLC,allamericanforklift.com,verified,original (confirmed),allamericanforklift.com,Yes,forklift dealer,yes,All American Forklift,forklifts
All Time Crane,,no_website,,,Yes,crane service,unknown,,name only
Allied Steel Construction/Crane Rental,alliedsteelerectors.com,verified,original (confirmed),alliedsteelerectors.com,Yes,crane rental,yes,"Allied Steel Construction Company, LLC.",steel erection & crane rental
Alternative Construction Parts,,no_website,,,Yes,heavy equipment parts,unknown,,name only
American Rental and Sales Inc,americanrentaltulsa.com,verified,original (confirmed),americanrentaltulsa.com,Yes,construction equipment dealer / rental,yes,"Equipment Rentals in Tulsa OK | Tool Rental in Broken Arrow, Jenks, Tulsa, Owasso, Bixby Oklahoma","site: Equipment Rentals in Tulsa OK | Tool Rental in Broken Arrow, Jenks, Tu"
Americrane LLC,americraneok.com,verified,original (confirmed),americraneok.com,Yes,crane / rigging service,yes,AmeriCrane LLC | Operated Crane Rental & Boom Truck Services - serving NE Oklahoma,site: AmeriCrane LLC | Operated Crane Rental & Boom Truck Services - serving
AOK Equipment Rentals Tulsa's #1 Trailer & Small Equipment Rental Source: Need A Trailer Now.com,aokrentals.com,verified,replaced original,needatrailernow.com,Yes,equipment rental,yes,AOK Rentals Tulsa's #1 Trailer Rentals,"excavators, boom lifts, trailers"
ARA Equipment Rentals & Sales,ararents.com,verified,original (confirmed),ararents.com,Yes,construction equipment rental,yes,Equipment Rental Company | ARA Equipment Rentals & Sales,"excavators, skid steers"
Armitage Equipment,armitageequipment.com,likely,original,armitageequipment.com,Yes,equipment,unknown,Just a moment...,blocked
Atwoods,atwoods.com,verified,original (confirmed),atwoods.com,Yes,ag / tractor equipment dealer,unknown,"Farm, Ranch, Outdoor, and Home Goods | Atwoods Ranch & Home | Atwoods","site: Farm, Ranch, Outdoor, and Home Goods | Atwoods Ranch & Home | Atwoods"
Beck's Farm Equipment INC.,becksfarmequipment.com,likely,original,becksfarmequipment.com,Yes,ag equipment dealer,unknown,Just a moment...,blocked
"Belger Cartage Service, Inc.",belgercartage.com,verified,original (confirmed),belgercartage.com,Yes,crane/heavy haul,yes,Home - Belger,Belger cranes
Benjohfra Equipment Sales and rental llc,,no_website,,,Yes,equipment rental,unknown,,name only
Bennett Crane Rentals,bennettcrane.com,verified,original (confirmed),bennettcrane.com,Yes,crane / rigging service,unknown,"Crane Rental Services in Sapulpa & Tulsa, OK | Bennett Crane","site: Crane Rental Services in Sapulpa & Tulsa, OK | Bennett Crane"
BLOSS Sales & Rental,blosssales.com,verified,original (confirmed),blosssales.com,Yes,construction equipment rental,yes,"Equipment rental Tulsa and Equipment Sales & Sand Springs, OK | BLOSS Sales & Rental","excavators, backhoes Tulsa"
Bob Lowe Farm Machinery Inc,lowefarm.com,likely,original,lowefarm.com,Yes,ag equipment dealer,unknown,Just a moment...,blocked
Bobcat of Oklahoma City,totalequipmentandrental.com,likely,original,totalequipmentandrental.com,Yes,construction equipment dealer,unknown,Just a moment...,"Bobcat dealer total equipment, blocked"
Branson Tractors of Oklahoma,,no_website,,,Yes,ag equipment dealer,unknown,,name only
Bronco Equipment Rental & Sales,broncopowerequip.com,likely,original,broncopowerequip.com,Yes,equipment rental,unknown,Just a moment...,blocked
Brown Machinery Co Inc of Norman Oklahoma,brownmachineryok.com,likely,original,brownmachineryok.com,Yes,construction equipment dealer,unknown,Attention Required! | Cloudflare,blocked
Bucket Truck Sales Ranch,buckettruckranch.com,verified,original (confirmed),buckettruckranch.com,Yes,heavy truck dealer,yes,"Utility Truck Dealer | Bucket Trucks for Sale | Oklahoma City, OK : Utility Sales And Investments",bucket trucks for sale OKC
C&D Lift LLC,cdliftllc.com,verified,original (confirmed),cdliftllc.com,Yes,aerial lift / telehandler,yes,"Forklift Sales, Service & Repair | C&D Lift LLC | Oklahoma","site: Forklift Sales, Service & Repair | C&D Lift LLC | Oklahoma"
C M Heavy Machinery,cmhm.com,verified,original (confirmed),cmhm.com,Yes,construction equipment dealer / rental,yes,Home,site: Home
Capitol Lift Truck Inc.,caplift.com,verified,original (confirmed),caplift.com,Yes,forklift dealer,yes,Capitol Lift Truck Inc. | Enhance Warehouse Efficiency Today,lift trucks
Central New Holland,centralnewholland.com,verified,found,,Yes,heavy truck dealer / service,yes,Central New Holland,site: Central New Holland
Chupp Implement Co,chuppimplementcompany.com,likely,original,chuppimplementcompany.com,Yes,ag equipment dealer,unknown,Just a moment...,blocked
CL Boyd - OKC,clboyd.com,verified,original (confirmed),clboyd.com,Yes,construction equipment dealer / rental,yes,John Deere Construction Dealer in Oklahoma | CL Boyd,site: John Deere Construction Dealer in Oklahoma | CL Boyd
CMP Equipment Rental & Truck Sales,cmpsales.com,verified,original (confirmed),cmpsales.com,Yes,construction equipment dealer / rental,yes,"CMP Equipment Rental & Truck Sales | El Reno, OK","site: CMP Equipment Rental & Truck Sales | El Reno, OK"
"Cole Equipment & Truck Repair, Inc.",coleequipment.com,likely,original,coleequipment.com,Yes,heavy truck repair,unknown,Just a moment...,blocked
Compact Construction Equipment Oklahoma | Rippa Sales,rippasalesoklahoma.com,likely,original,rippasalesoklahoma.com,Yes,compact equipment dealer,unknown,,"Rippa mini excavators, blocked"
Contractors Supply Company,contractorsupply.com,verified,original (confirmed),contractorsupply.com,Yes,construction equipment supply,yes,Construction Equipment Supply | Contractors Supply Co | OKC,construction equipment OKC
COUNTRY EQUIPMENT,countryequipment.com,verified,original (confirmed),countryequipment.com,Yes,equipment dealer,yes,"Country Equipment | Tuttle, Yukon, Mustang, OK | Equipment Dealer","tractors, construction equipment"
Crane Solution Supply,cranesolutionsupply.com,verified,original (confirmed),cranesolutionsupply.com,Yes,crane / rigging service,unknown,Crane Solution Supply | Equipment Inspection Service,site: Crane Solution Supply | Equipment Inspection Service
Crane Solutions Llc,crane-solutions.com,verified,original (confirmed),crane-solutions.com,Yes,crane service,yes,Barrett Crane Solutions - Crane Solutions,Barrett Crane Solutions
"CraneTech, Inc.",cranetechusa.com,verified,original (confirmed),cranetechusa.com,Yes,crane service,yes,Home - CraneTech,CraneTech
Creager Equipment,creagerservices.com,verified,original (confirmed),creagerservices.com,Yes,skid steer attachments,yes,Skid Steer Attachments | Creager Equipment,skid steer attachments
Crossland's A&A Rent-All & Sales Co.,crosslandsrental.com,verified,original (confirmed),crosslandsrental.com,Yes,general equipment rental,yes,Equipment & Party Rentals Oklahoma City OK | Crossland’s Rent-All & Sales,construction & party rental
CSTK Oklahoma City,cstk.com,verified,original (confirmed),cstk.com,Yes,truck refrigeration,yes,"Thermo King Dealer for Parts, Repairs & Service | CSTK",Thermo King dealer
DH Farm Equipment,dhfarmequipment.com,likely,original,dhfarmequipment.com,Yes,ag equipment dealer,unknown,,blocked
Ditch Witch Of Oklahoma,ditchwitchok.com,likely,original,ditchwitchok.com,Yes,construction equipment dealer,unknown,Just a moment...,"Ditch Witch dealer, blocked"
DOER Crane Services,,no_website,,,Yes,crane service,unknown,,name only
"Elevate Crane & Rigging Services, LLC",elevatecranes.com,verified,original (confirmed),elevatecranes.com,Yes,crane / rigging service,yes,Elevate Crane And Rigging Services - Crane Rental In Oklahoma City - Elevate Crane Rentals,site: Elevate Crane And Rigging Services - Crane Rental In Oklahoma City - E
Enfield Demolition and Excavation LLC,,no_website,,,Yes,excavation contractor,unknown,,web search: only Facebook/BBB/Nextdoor listings found
"Enlow and Sons Equipment, LLC",enlowandsonsequipment.com,verified,original (confirmed),enlowandsonsequipment.com,Yes,ag / tractor equipment dealer,yes,Home - Enlow and Sons Equipment - Used Tractor and Equipment Sales,site: Home - Enlow and Sons Equipment - Used Tractor and Equipment Sales
Enlow Tractor Auction,enlow66.com,likely,original,enlow66.com,Yes,tractor auction,unknown,Just a moment...,blocked
Equipment World Inc,equipmentworldinc.com,likely,original,equipmentworldinc.com,Yes,equipment,unknown,Just a moment...,blocked
Extreme Work & Play/Mahindra of Oklahoma,mahindraok.com,likely,original,mahindraok.com,Yes,ag equipment dealer,unknown,Just a moment...,"Mahindra dealer, blocked"
Five:7 Equipment,five7equipment.com,likely,original,five7equipment.com,Yes,equipment,unknown,Just a moment...,blocked
Five Star Industrial Equipment llc - 5 Star Forklift,fivestarforklift.com,verified,original (confirmed),fivestarforklift.com,Yes,construction equipment dealer / rental,yes,Forklift 580-334-9847,site: Forklift 580-334-9847
Frontier Equipment Sales LLC,frontierequipmentsales.com,verified,original (confirmed),frontierequipmentsales.com,Yes,equipment sales,yes,"Frontier Equpment Sales, L.L.C","excavation, compressors"
GP Rents Edmond,,no_website,,,Yes,equipment rental,unknown,,name only
Great Plains Edmond,greatplainskubota.com,verified,original (confirmed),greatplainskubota.com,Yes,ag / tractor equipment dealer,yes,Kubota Farm Equipment Dealer - Great Plains Kubota,site: Kubota Farm Equipment Dealer - Great Plains Kubota
H & J Services,hjservicesenid.com,verified,original (confirmed),hjservicesenid.com,Yes,forklift / material handling,yes,"Crane Services | Enid, OK","site: Crane Services | Enid, OK"
H & R Lifting & Bucket Services,,no_website,,,Yes,crane/bucket service,unknown,,web search: only Facebook/BBB/directory listings found
Hagan Tractor Parts,hagantractorparts.com,verified,original (confirmed),hagantractorparts.com,Yes,construction equipment dealer / rental,yes,Hagan Tractor Parts,site: Hagan Tractor Parts
Heavy Truck & Trailer Parts,httparts.net,verified,original (confirmed),httparts.net,Yes,heavy truck repair,yes,"Premiere Truck Repair - Duncan, OK – Hines Garage Heavy Truck & Trailer Parts",heavy truck repair Duncan OK
Hogan Equipment,hoganeq.com,likely,original,hoganeq.com,Yes,equipment,unknown,Just a moment...,blocked
"Holly Material Handling & Equipment, Inc.",hollyequipment.com,likely,original,hollyequipment.com,Yes,forklift dealer,unknown,hollyequipment.com,blocked
I35 Equipment,i35equipment.com,verified,original (confirmed),i35equipment.com,Yes,construction equipment dealer / rental,yes,"I35 Equipment - Used Excavator, Bulldozer & Construction Equipment","site: I35 Equipment - Used Excavator, Bulldozer & Construction Equipment"
Itco Sales,itcosales.com,verified,original (confirmed),itcosales.com,Yes,industrial tires,yes,Tulsa Industrial Tires Dealer | ITCO Industrial Tire (918) 445-1834,forklift/skid steer tires
"Jensen Tractor Ranch, Inc",jensentractorranch.com,verified,original (confirmed),jensentractorranch.com,Yes,ag / tractor equipment dealer,yes,"Jensen Tractor Ranch | Del City, OK | Tractor & Agricultural Dealership","site: Jensen Tractor Ranch | Del City, OK | Tractor & Agricultural Dealershi"
JH Mobile Mechanic And Heavy Equipment Repair,,no_website,,,Yes,heavy equipment repair,unknown,,web search: only Facebook listing; other JH mechanics differ
K&L Garage - A King Industries Company,heavytruckrepairlawton.com,verified,original (confirmed),heavytruckrepairlawton.com,Yes,ag / tractor equipment dealer,yes,"Welcome - K&L Garage - Lawton, OK","site: Welcome - K&L Garage - Lawton, OK"
K&R Equipment,microtrackhoe.com,verified,original (confirmed),microtrackhoe.com,Yes,construction equipment dealer,unknown,Mini Excavator | K&R Equipment | Muskogee,mini excavator dealer
Keathley Handling Solutions,khsok.com,verified,original (confirmed),khsok.com,Yes,forklift service,unknown,Forklift Repair Services: Expert Maintenance & Repair Solutions,forklift repair
"Kirby-Smith Machinery, Inc.",kirby-smith.com,verified,original (confirmed),kirby-smith.com,Yes,construction equipment dealer / rental,yes,Kirby-Smith Machinery | New & Used Construction & Heavy Equipment Dealer,site: Kirby-Smith Machinery | New & Used Construction & Heavy Equipment Deal
Legacy Tree & Crane,oktreeexpert.com,likely,original,oktreeexpert.com,Yes,crane/tree,unknown,,blocked
LPM Forklift Sales & Services,,no_website,,,Yes,forklift dealer,unknown,,name only
M T Equipment Sales,mtequipmentsales.com,likely,original,mtequipmentsales.com,Yes,equipment,unknown,Just a moment...,blocked
Maverick Machinery,maverickmachineryok.com,verified,original (confirmed),maverickmachineryok.com,Yes,ag equipment dealer,yes,Maverick Machinery LLC,"tractors, bobcat"
Max Lift Inc,maxliftinc.com,verified,original (confirmed),maxliftinc.com,Yes,forklift / material handling,yes,"The finest material handling solutions in Oklahoma City - Max Lift, Inc","site: The finest material handling solutions in Oklahoma City - Max Lift, In"
MCE Crane Services Inc,mcecrane.net,verified,original (confirmed),mcecrane.net,Yes,crane service,yes,Home,"cranes, rigging"
"MCG Equipment, LLC",mcgequipment.com,verified,original (confirmed),mcgequipment.com,Yes,construction equipment rental,yes,"Equipment Rentals | MCG Equipment, LLC | Weatherford, OK","telehandlers, forklifts, backhoes"
Medley Equipment Company,medleycompany.com,verified,original (confirmed),medleycompany.com,Yes,forklift / material handling,yes,Medley Material Handling | Medley Equipment Company,site: Medley Material Handling | Medley Equipment Company
Meyer Dirt Work,meyerdirtwork.com,verified,original (confirmed),meyerdirtwork.com,Yes,excavation contractor,unknown,HOME,dirt work
Mid Continent Crane,midcontinentcrane.com,verified,original (confirmed),midcontinentcrane.com,Yes,crane / rigging service,yes,Mid-Continent Crane |,site: Mid-Continent Crane |
Mid Continent Truck Sales,vacuumtrucksales.com,verified,original (confirmed),vacuumtrucksales.com,Yes,heavy truck dealer,yes,Vacuum trucks | Mid-Continent Truck Sales | United States,vacuum trucks for sale
Midwest Crane Services,midwestcraneservices.com,likely,original,midwestcraneservices.com,Yes,crane service,unknown,,blocked
Midwest Forklift Inc,midwestforklifts.com,verified,found,,Yes,forklift dealer,yes,Equipment | Mid-west Forklifts & Equipment | Northwest Edmonton,forklifts Edmond
Mike Cooper Tractors,mikecoopertractors.com,likely,original,mikecoopertractors.com,Yes,ag equipment dealer,unknown,Just a moment...,blocked
MRC Lifting Service,mrclifting.com,verified,original (confirmed),mrclifting.com,Yes,crane service,yes,"General Lifting | Oklahoma City, OK | MRC Lifting Service",lifting service OKC
Murphy Skidsteer Rentals,,no_website,,,Yes,equipment rental,unknown,,name only
Nicoma Park Equipment Rental,nicomaparkequipmentrental.com,verified,original (confirmed),nicomaparkequipmentrental.com,Yes,equipment rental,yes,Nicoma Park Equipment Rental | Your Local Equipment Experts,"tractors, kubota"
