company_name,original_domain,domain,domain_status,domain_confidence,heavy_equipment,category,qualification_source,us_based,notes,issue_flagged
Rodenbaugh's Flooring America Kitchen Bed and Bath,rodenbaughs.com,rodenbaughs.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""kitchen""",
Rodeo Mechanical Bull Rentals,rodeomechanicalbulls.com,rodeomechanicalbulls.com,original,,No,party/event rental,AI review (name/domain),,not a heavy equipment business,
Rogers Equipment & Construction Home,rectxk.com,rectxk.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Rojas Aerial Equipment Rental,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""aerial""",missing
Rojas Heavy Equipment LLC,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""heavy""",missing
Rolling E Enterprise,rollingeenterprise.com,rollingeenterprise.com,original,,Yes,excavation contractor,AI review (name/domain),,known equipment/truck business,
Rolling Plains Implement Co.,rollingplainsimplement.com,rollingplainsimplement.com,original,,Yes,,name/domain rules,,"name: ""implements""",
ROMCO Equipment Co.,romco.com,romco.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Ron Hoover Equipment of Corpus Christi,ronhooverequipment.com,ronhooverequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Roper Inc.,roperinc.com,roperinc.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Round Rock Tool Depot,roundrocktexas.gov,roundrocktexas.gov,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Rowlett Portable Toilet Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""porta""",missing
ROWMEC EQUIPMENT,rowmec.com,rowmec.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Roy's Trucks & Equipment,roystrucks.com,roystrucks.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Royal Equipment Inc,royaleq.com,royaleq.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
RPM Rentals Forklifts,rpmrentals.us,rpmrentals.us,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
"RSVP the Occasion, LLC",rsvptoc.com,rsvptoc.com,original,,No,party/event rental,AI review (name/domain),,not a heavy equipment business,
Rucker Equipment Company,ruckerequipment.com,ruckerequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
"Rutherford Equipment Services, LLC",rutherfordes.com,rutherfordes.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
RWS Crane & Rigging,rwscrane.com,rwscrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Ryan's Party Rentals LLC.,rentryans.com,rentryans.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""party""",
S and M Cranes LLC,sandmcranes.com,sandmcranes.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
S&S Equipment Sales LLC,ssequipmentsales.com,ssequipmentsales.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
S & S Rentals,sandsrentals.net,sandsrentals.net,original,,Yes,general equipment rental,AI review (name/domain),,known equipment/truck business,
S & S Truck Sales,sstrucksales.wixsite.com,sstrucksales.wixsite.com,not_researched,,Unsure,,name/domain rules,,"domain not researched (web-search limit reached); ambiguous term ""trucks""",platform/listing domain
Saedoria,saedoria.com,saedoria.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Saenz Material & Handling,saenzmaterialhandling.com,saenzmaterialhandling.com,original,,Yes,forklift dealer,AI review (name/domain),,known equipment/truck business,
Safe Site Toilet Rentals - Frisco,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""toilets""",missing
Safezone Equipment Rentals,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
San Angelo Portable Toilet Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""porta""",missing
San Marcos Forklift Battery,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""fork lifts""",missing
San Marcos Lions Club Tube Rental,tubesanmarcos.com,tubesanmarcos.com,original,,No,party/event rental,AI review (name/domain),,not a heavy equipment business,
San Marcos Portable Toilet Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""porta""",missing
"San Marcos Powersports, LLC",sanmarcospowersportsllc.com,sanmarcospowersportsllc.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""powersports""",
Sandifer's LP Gas & Service Company Inc,sandiferslp.com,sandiferslp.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Sandyland Equipment,sandylandequipment.com,sandylandequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Saski Crane & Equipment Rental,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""cranes""",missing
Saunders Aerial Equipment Rental,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""aerial""",missing
sazdrrty,,,not_researched,,Unsure,,name/domain rules,,domain not researched (web-search limit reached); no clear signal in name,missing
SB CRANE,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""cranes""",missing
SBM Earthmoving & Construction,sbmearthmoving.com,sbmearthmoving.com,original,,Yes,,name/domain rules,,"name: ""earth mov""",
Scaffolding Rental of North Texas,scaffoldingnorthtx.com,scaffoldingnorthtx.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Schaffer Equipment,schafferequip.com,schafferequip.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Scharff Crane Rental,scharffcrane.com,scharffcrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Scheels,scheels.com,scheels.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Scherer Kubota,schererkubota.com,schererkubota.com,original,,Yes,,name/domain rules,,"name: ""kubota""",
Schneider Truck Sales,schneidertrucks.com,schneidertrucks.com,original,,Yes,heavy truck dealer,AI review (name/domain),,known equipment/truck business,
Scooter's Lawnmower,scooterslawnmower.net,scooterslawnmower.net,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""scooters""",
Scott-Macon Equipment - Corpus Christi,smequipment.com,smequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
SCS Fleet Services,scsfleetservices.com,scsfleetservices.com,original,,Yes,heavy truck repair,AI review (name/domain),,known equipment/truck business,
SEBA Party Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""party""",missing
Second Hand Sports & Game Swap LLC,shsdfw.com,shsdfw.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""games""",
Seconds & Surplus,secondsandsurplus.com,secondsandsurplus.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Service First Material Handling,sfmh-houston.com,sfmh-houston.com,original,,Yes,,name/domain rules,,"name: ""material handling""",
Shearer Supply Fort Worth,shearersupply.com,shearersupply.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Sherman Construction Equipment Rental,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""construction equip""",missing
Shirley Equipment Company Inc.,shirleyequipment.com,shirleyequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Shoppa's Farm Supply,sfstractor.com,sfstractor.com,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""farm""",domain does not match name
Shoppa's Material Handling,shoppasmaterialhandling.com,shoppasmaterialhandling.com,original,,Yes,,name/domain rules,,"name: ""material handling""",
Shorty's Rental and Feed,shortysrentalcenter.com,shortysrentalcenter.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""feed""",
Sierra Mountain,,,not_researched,,Unsure,,name/domain rules,,domain not researched (web-search limit reached); no clear signal in name,missing
"Sierra Oilfield Services, Inc.",sierraoilfieldservices.com,sierraoilfieldservices.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Silver Line Supply LLC,silverlinesupplyllc.com,silverlinesupplyllc.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Simply Seated Rents & Events,simplyseatedrentsandevents.com,simplyseatedrentsandevents.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""events""",
SIRRI TRACTORS LLC,newandusedtractors.com,newandusedtractors.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
SitePro Rentals,siteprorentals.com,siteprorentals.com,original,,Yes,construction equipment rental,AI review (name/domain),,known equipment/truck business,
Skid Steer Houston,skidsteerhouston.com,skidsteerhouston.com,original,,Yes,,name/domain rules,,"name: ""skid steer""",
Skid Steer Rentals,skidsteer-rentals.com,skidsteer-rentals.com,original,,Yes,,name/domain rules,,"name: ""skid steer""",
Sky High Party Rentals,skyhighpartyrentals.com,skyhighpartyrentals.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""party""",
Sky High Promotions,,,not_researched,,Unsure,,name/domain rules,,domain not researched (web-search limit reached); no clear signal in name,missing
Sky High Rentals,skyhighrgv.com,skyhighrgv.com,original,,Yes,aerial lift rental,AI review (name/domain),,known equipment/truck business,
Skyblack Rentals,skyblackrentals.com,skyblackrentals.com,original,,Yes,equipment rental,AI review (name/domain),,name/domain indicates equipment rental/sales,
Smart's Truck & Trailer Equipment Inc,smartstruck.com,smartstruck.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Smith Ag Solutions,smithagsolutions.com,smithagsolutions.com,original,,Yes,,name/domain rules,,"name: ""ag""",
Smith Outdoor Power Equipment,smithoutdoorpowerequipment.com,smithoutdoorpowerequipment.com,original,,No,,name/domain rules,,"name: ""equipment"" qualified by non-heavy term ""outdoors""",
Smith & Son Farm Equipment Inc,smithandsonsinc.com,smithandsonsinc.com,original,,Yes,,name/domain rules,,"name: ""farm equip""",
Solutions Pest & Lawn,solutionsstores.com,solutionsstores.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""lawn""",
Somers & Watson Machinery,swmrents.net,swmrents.net,original,,Yes,,name/domain rules,,"name: ""machinery""",
"Sonoma, Inc. Building Supplies & Equipment Rentals",sonomainc.net,sonomainc.net,original,,Yes,,name/domain rules,,"name: ""equipment""",
South East Tx Heavy Equipment & Truck,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""heavy""",missing
South K Outdoor Power Equipment & Sales,skoutdoorpower.com,skoutdoorpower.com,original,,No,,name/domain rules,,"name: ""equipment"" qualified by non-heavy term ""outdoors""",
South Plains Implement - Lubbock John Deere Dealer,southplainsimplement.com,southplainsimplement.com,original,,Yes,,name/domain rules,,"name: ""deere""",
South Point Equipment & Rental Services,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
South Star JCB Lewisville,southstartxjcb.com,southstartxjcb.com,original,,Yes,,name/domain rules,,"name: ""jcb""",
South Texas Crane Service,stxcrane.com,stxcrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
South Texas Overhead Cranes & Hoists,stxcranes.com,stxcranes.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
South Texas Rentals LLC,,,not_researched,,Unsure,,name/domain rules,,"domain not researched (web-search limit reached); ambiguous term ""rent(al)s""",missing
South Texas Tractor & Equipment Supply LLC,southtexastractor.com,southtexastractor.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
South Texas Truck & Equipment,southtxtrucks.com,southtxtrucks.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Southeast Forklifts of Houston - Used Forklift Equipment Sales,southeastforklifts.com,southeastforklifts.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
Southeast Texas Industries,,,not_researched,,Unsure,,name/domain rules,,domain not researched (web-search limit reached); no clear signal in name,missing
Souther Equipment,southerequipment.com,southerequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Southern Crane Works,southerncraneworks.com,southerncraneworks.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Southern Field Maintenance - Victoria,sfmvictoria.com,sfmvictoria.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Southern Jeweled Wedding & Event Rentals,southernjeweled.com,southernjeweled.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""events""",
Southern Plains Equipment,southernplainseq.com,southernplainseq.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Southern Star Tractor & Turf,southernstartractor.com,southernstartractor.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
Southern Tractor,southerntractors.net,southerntractors.net,original,,Yes,,name/domain rules,,"name: ""tractors""",
Southwest Equipment,southwestdozer.com,southwestdozer.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Southwest Equipment,southwestequipment.com,southwestequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Southwest International Trucks Arlington,southwestinternational.com,southwestinternational.com,original,,Yes,heavy truck dealer,AI review (name/domain),,known equipment/truck business,
Southwest Lift,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""lifts""",missing
Southwest Materials Handling Company,swmhc.com,swmhc.com,not_researched,,Unsure,,name/domain rules,,domain not researched (web-search limit reached); no clear signal in name,domain does not match name
Southwest Mower Services Center,southwestmower.com,southwestmower.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""mowers""",
Southwest Scaffolding & Supply,swscaffolding.com,swscaffolding.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Southwest Trucks and Equipment - Bobcat,swtruckequipment.com,swtruckequipment.com,original,,Yes,,name/domain rules,,"name: ""bob cat""",
Southwestern Industrial Contractors & Riggers Inc,southwesternindustrial.com,southwesternindustrial.com,original,,Yes,,name/domain rules,,"name: ""rigg(ing|ers)""",
Space kids llc,spacekidsllc.com,spacekidsllc.com,original,,No,party/event rental,AI review (name/domain),,not a heavy equipment business,
"Sparta Crane and Drilling, LLC",spartacad.com,spartacad.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Special Crane Service,specialcrane.com,specialcrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Specialty Equipment Company,seco-tx.com,seco-tx.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Specialty Equipment Rentals,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
Specialty Equipment Rentals LLC,1serentals.com,1serentals.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Specialty Heavy Commercial Equipment,specialtyhce.com,specialtyhce.com,original,,Yes,,name/domain rules,,"name: ""heavy""",
Spectacular Event Rentals,spectaculareventrentals.com,spectaculareventrentals.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""events""",
Speedy Clean Rentals,,,not_researched,,Unsure,,name/domain rules,,"domain not researched (web-search limit reached); ambiguous term ""rent(al)s""",missing
Splintered Oak Equipment - Rosenberg (formerly Rosenberg Tractor),rosenbergtractor.com,rosenbergtractor.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
"Sprint Rentals, Inc.",sprintrent.com,sprintrent.com,original,,Yes,general equipment rental,AI review (name/domain),,known equipment/truck business,
Stack Equipment LLC,stackequipment.com,stackequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Stag Power Rentals,stagrentals.com,stagrentals.com,original,,Yes,equipment rental,AI review (name/domain),,name/domain indicates equipment rental/sales,
Star Heavy Equipment Inc,starheavyequipment.com,starheavyequipment.com,original,,Yes,,name/domain rules,,"name: ""heavy""",
Star party rentals LLC,star-partyrentals.com,star-partyrentals.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""party""",
Star Tractor Ltd,startractor.com,startractor.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
Starr Tractor & Equipment,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""tractors""",missing
States Rentals,statesrentals.com,statesrentals.com,original,,Yes,equipment rental,AI review (name/domain),,name/domain indicates equipment rental/sales,
Stellar Rentals Texas,stellarrentalstexas.com,stellarrentalstexas.com,original,,Yes,equipment rental,AI review (name/domain),,name/domain indicates equipment rental/sales,
Stellatera Rental Equipment,stellatera.com,stellatera.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Sterling Crane LLC,sterlingcrane.com,sterlingcrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Sterling Crane USA,sterlingcraneusa.com,sterlingcraneusa.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Stiles Machinery,stilesmachinery.com,stilesmachinery.com,original,,Yes,,name/domain rules,,"name: ""machinery""",
"Stine Equipment, LLC",stineequipment.com,stineequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Stonebridge Equipment Rentals,bluelineequipmentrental.site,bluelineequipmentrental.site,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",domain does not match name
STOP Equipment,stopequipment.com,stopequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Storm Lawn & Garden,stormlawnandgarden.com,stormlawnandgarden.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""lawn""",
Stover Equipment Co Inc,stoverequipment.com,stoverequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
StrongHold Equipment & Services,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
Stuard Crane,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""cranes""",missing
Suarez Bros. Crane and Heavy Haul,sbcrane.com,sbcrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Suarez Truck Parts & Service LLC,,,not_researched,,Unsure,,name/domain rules,,"domain not researched (web-search limit reached); ambiguous term ""trucks""",missing
Sugar Land Portable Toilet Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""porta""",missing
Summit Event & Tent Rentals - Sugar Land,eventrentalstx.com,eventrentalstx.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""events""",
Sun City Equipment,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
SUN LIFT RENTAL,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""lifts""",missing
Sunbelt Lawn Equipment,slerepairs.com,slerepairs.com,original,,No,,name/domain rules,,"name: ""equipment"" qualified by non-heavy term ""lawn""",
Sunbelt Material Handling,sunbeltmh.com,sunbeltmh.com,original,,Yes,,name/domain rules,,"name: ""material handling""",
Sunbelt Tractor & Equipment Company,sunbelttractor.com,sunbelttractor.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
Sunshine and Lemmons Party Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""party""",missing
Sunward America,sunwardamerica.com,sunwardamerica.com,original,,Yes,construction equipment dealer,AI review (name/domain),,known equipment/truck business,
Superior Equipment & Supply,superiorroofingequipment.com,superiorroofingequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Superior Fork Lift Inc,superiorforklifthouston.com,superiorforklifthouston.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
Swamp Frog Rentals,swampfrogrentals.com,swampfrogrentals.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
T&G Construction Materials,,,not_researched,,Unsure,,name/domain rules,,"domain not researched (web-search limit reached); ambiguous term ""construction""",missing
T-N-C Power Equipment Inc,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment"" qualified by non-heavy term ""power equipment""",missing
Tailift Material Handling USA Inc,tailift-usa.com,tailift-usa.com,original,,Yes,,name/domain rules,,"name: ""material handling""",
Tall City Trailers & Equipment Rental,tallcitytrailersllc.com,tallcitytrailersllc.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Talon Equipment,talonequipment.com,talonequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
"TASK Equipment Rental, LLC",taskequipmentrental.com,taskequipmentrental.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Task Force Services Austin,taskforceservices.com,taskforceservices.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
TASK Forklifts USA,taskforklifts.com,taskforklifts.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
Tatum Crane Inc,tatumcraneinc.com,tatumcraneinc.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Taurox Attachments,taurox.com,taurox.com,original,,Yes,heavy equipment attachments,AI review (name/domain),,known equipment/truck business,
Taylor Rental Ctr,taylorrentalplano.com,taylorrentalplano.com,original,,Yes,general equipment rental,AI review (name/domain),,known equipment/truck business,
Taylor's Rental,taylors.rentals,taylors.rentals,original,,Yes,general equipment rental,AI review (name/domain),,known equipment/truck business,
Taylor Sudden Service,taylorsuddenservice.com,taylorsuddenservice.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
"TEC, Inc. (Tatum Excavating Company, Inc.)",tatumexcavating.com,tatumexcavating.com,original,,Yes,,name/domain rules,,"name: ""excavat""",
Tejas Equipment Rentals,tejasequipment.com,tejasequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Tellus Equipment,tellusequip.com,tellusequip.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Temple Portable Toilet Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""porta""",missing
"Terry County Tractor, Inc. - Brownfield",terrycountytractor.com,terrycountytractor.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
Tesa Trucks | Used Trucks from Trusted Brands,tesatrucks.com,tesatrucks.com,original,,Yes,heavy truck dealer,AI review (name/domain),,known equipment/truck business,
Tesmec USA,tesmec-usa.com,tesmec-usa.com,original,,Yes,trencher/stringing equipment,AI review (name/domain),,known equipment/truck business,
Tex Equipment Buyers,texequipmentbuyers.com,texequipmentbuyers.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Tex Industries Apex,,,not_researched,,Unsure,,name/domain rules,,domain not researched (web-search limit reached); no clear signal in name,missing
Texarkana Outdoor Power Equipment,txkope.com,txkope.com,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment"" qualified by non-heavy term ""outdoors""",domain does not match name
TEXARKANA TENT LLC - Tent & Event Rental's,texarkanatent.com,texarkanatent.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""events""",
Texas Adventure Powersports,texasadventure.com,texasadventure.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""powersports""",
Texas Attachments,,,not_researched,,Unsure,,name/domain rules,,domain not researched (web-search limit reached); no clear signal in name,missing
Texas BCS,texasbcs.com,texasbcs.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Texas City Feed & Supply,texascityfeedandsupply.com,texascityfeedandsupply.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""feed""",
Texas Contractors Equipment Inc.,texconeqp.com,texconeqp.com,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""contractors equip""",domain does not match name
Texas Crane Repair,texascranerepair.com,texascranerepair.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Texas Crane Services,texascraneservices.com,texascraneservices.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Texas Entertainment Group,texasentertainmentgroup.com,texasentertainmentgroup.com,original,,No,party/event rental,AI review (name/domain),,not a heavy equipment business,
Texas Equipment Company,texasequipmentco.com,texasequipmentco.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Texas Equipment Emporium,texas-ee.com,texas-ee.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
"Texas Equipment Solutions, LLC",txequipmentsolutions.com,txequipmentsolutions.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Texas Equipment Source,txequipmentsource.com,txequipmentsource.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Texas Equipment Trader LLC,texasequipmenttrader.com,texasequipmenttrader.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Texas Event Solutions,texaseventsolutions.com,texaseventsolutions.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""events""",
Texas Farm Store / Texas Ag Equipment,texasagequipment.com,texasagequipment.com,original,,Yes,,name/domain rules,,"name: ""ag(ricultural) equip""",
Texas Final Drive,texasfinaldrive.com,texasfinaldrive.com,original,,Yes,heavy equipment parts,AI review (name/domain),,known equipment/truck business,
Texas First Supply - Fort Worth Central Warehouse,texasfirstrentals.com,texasfirstrentals.com,original,,Yes,construction equipment rental,AI review (name/domain),,known equipment/truck business,
Texas Forklift Service,texasforkliftservice.com,texasforkliftservice.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
"Texas Heavy Equipment Repair, LLC",txheavyequipment.com,txheavyequipment.com,original,,Yes,,name/domain rules,,"name: ""heavy""",
"Texas Lift & Haul, LLC",txlifthaul.com,txlifthaul.com,original,,Yes,,name/domain rules,,"name: ""lifts""",
Texas Outdoor Equipment,texasoutdoorequipment.info,texasoutdoorequipment.info,original,,No,,name/domain rules,,"name: ""equipment"" qualified by non-heavy term ""outdoors""",
Texas Outdoor Power Equipment,texope.com,texope.com,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment"" qualified by non-heavy term ""outdoors""",domain does not match name
Texas Party Adventure,texaspartyadventure.com,texaspartyadventure.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""party""",
Texas Southern Crane Services,texassoutherncrane.com,texassoutherncrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Texas Sumo Game Rental Frisco,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""games""",missing
Texas Tool & Equipment,texas-tool.com,texas-tool.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Texas Tool Traders,texastooltraders.com,texastooltraders.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Texas Tractor Country,texastractorcountry.com,texastractorcountry.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
Texas Truck Equipment,texastruckandequipment.net,texastruckandequipment.net,original,,Yes,,name/domain rules,,"name: ""equipment""",
"Texas Warehouse Equipment & Supply, Inc.",twesupply.com,twesupply.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Texla Equipment,texlaequipment.com,texlaequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
"Texlift | Electric Forklifts, Loaders, Warehouse Equipment & Floor Scrubbers",texlift.com,texlift.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
Texstar Sales-Construction & Agriculture Equipment,texstarequipment.com,texstarequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
The Bounce and Party Company,bounceandpartyco.com,bounceandpartyco.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""party""",
The Bouncy Kingdom,thebouncykingdom.net,thebouncykingdom.net,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""bouncy""",
The Colony Portable Toilet Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""porta""",missing
The Firehouse,firehousetexas.com,firehousetexas.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
The Nice Machine,thenicemachine.com,thenicemachine.com,original,,Yes,,name/domain rules,,"name: ""machines""",
The Solar Cowboys,thesolarcowboys.com,thesolarcowboys.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""solar""",
The Used Equipment Guy,usedequipmentguy.com,usedequipmentguy.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
The Warehouse Rentals and Supplies,twrs.com,twrs.com,original,,Yes,general equipment rental,AI review (name/domain),,known equipment/truck business,
"The Yard Mule Store, LLC",theyardmulestore.com,theyardmulestore.com,original,,Yes,yard truck dealer,AI review (name/domain),,known equipment/truck business,
