company_name,domain,domain_status,domain_source,original_domain,heavy_equipment_icp,category,us_based,website_title,evidence
Semrad Equipment LLC,semradequipment.com,likely,original,semradequipment.com,Yes,equipment,unknown,Just a moment...,blocked
Sharp Equipment,sharpequip.com,verified,replaced original,sharpequipmentusa.com,Yes,construction equipment,yes,Home - Sharp Equipment,heavy equipment
Shaw Pipeline Services,,no_website,,,Yes,pipeline services,unknown,,name only
Sign Dreamers of Lawton,signdreamers.com,likely,original,signdreamers.com,No,signs,unknown,Just a moment...,blocked
SignDynamic Crane Service,signdynamic.com,verified,original (confirmed),signdynamic.com,Yes,crane service,yes,"SignDynamic – We Speak ""Sign"" Language!",crane rental
Smith Farm and Ranch Equipment,smithfarmandranchequipment.com,verified,original (confirmed),smithfarmandranchequipment.com,Yes,ag equipment dealer,yes,Smith Farm & Ranch Equipment - Smith Farm & Ranch Equipment,tractors
Smith Farm & Garden,smithfarmandgarden.com,verified,original (confirmed),smithfarmandgarden.com,No,outdoor power equipment,unknown,SmithFarmandGarden-OKC,Stihl
Smith Medical Equipment,smeokc.com,verified,original (confirmed),smeokc.com,No,medical / mobility equipment,yes,Recliner Lift Chairs | Smith Medical Equipment | United States,site: Recliner Lift Chairs | Smith Medical Equipment | United States
Smith Truck and Equipment Co. LLC.,,no_website,,,Yes,heavy truck dealer,unknown,,name only
Southern Lifting and Hoisting LLC,southernliftingandhoisting.com,verified,original (confirmed),southernliftingandhoisting.com,Yes,crane / rigging service,yes,Southern Lifting & Hoisting | Heavy Hauling & Crane Service,site: Southern Lifting & Hoisting | Heavy Hauling & Crane Service
Southern Material Handling Company,,no_website,,,Yes,material handling,unknown,,name only
SPARK Services,sparkservices.net,verified,original (confirmed),sparkservices.net,No,IT services,yes,VoIP Phone Systems Muskogee | Computer Repair & Web Services,VoIP IT
Spartan Mowers - Stockyards City,spartanztrmower.com,verified,original (confirmed),spartanztrmower.com,No,outdoor power equipment,yes,Spartan Mowers / Stockyards City Equipment & Rentals – Spartan Mower - Stockyards City,Spartan mowers
Specialty Underground Sales & Rentals,,no_website,,,Yes,equipment rental,unknown,,web search: no matching company found
Spencer's Feed & Supply,,no_website,,,No,feed store,unknown,,name only
"SS Lift, LLC",sslift.com,verified,original (confirmed),sslift.com,Yes,forklift / material handling,yes,SS Lift – LARGEST inventory of used equipment in Oklahoma!,site: SS Lift – LARGEST inventory of used equipment in Oklahoma!
Steadfast Equipment Rentals,steadfastequipmentrentals.com,verified,original (confirmed),steadfastequipmentrentals.com,Yes,construction equipment rental,yes,Steadfast Equipment Rentals - Heavy Equipment Rentals OKC,heavy equipment rental OKC
Stewart Martin Equipment of Okmulgee,stewartmartinkubota.com,likely,original,stewartmartinkubota.com,Yes,ag equipment dealer,unknown,Vercel Security Checkpoint,"Kubota dealer, blocked"
Stillwater City Porta Potty Rentals,,no_website,,,No,portable toilets,unknown,,name only
Stockyards City Equipment & Rental - SYC,sycrental.com,verified,original (confirmed),sycrental.com,Yes,construction equipment rental,yes,"Stockyards City Equipment & Rental
 – SYC Rental","excavators, wheel loaders"
Sundance Equipment & Truck Sales,sundanceequipmentonline.com,verified,original (confirmed),sundanceequipmentonline.com,Yes,equipment & truck sales,yes,Sundance | Sundance Equipment,Sundance equipment
Sutton Tractor,,no_website,,,Yes,ag equipment dealer,unknown,,name only
Sutton Tractor & Equipment,suttontractortulsallc.com,verified,original (confirmed),suttontractortulsallc.com,Yes,ag equipment dealer,unknown,"Equipment Sales | Sutton Tractor & Equipment | Tulsa, OK",tractors Tulsa
T & G Construction Inc.,,no_website,,,No,home builder,yes,,"listed domain belongs to another business; Florida home builder, unrelated"
Taylor Crane & Rigging,taylorcrane.com,verified,original (confirmed),taylorcrane.com,Yes,crane / rigging service,yes,Home - Taylor Crane & Rigging,site: Home - Taylor Crane & Rigging
Texoma Utility Equipment,texomautility.com,likely,original,texomautility.com,Yes,utility equipment,unknown,Vercel Security Checkpoint,blocked
The LimbSaw Company,limbsaw.com,verified,original (confirmed),limbsaw.com,No,tree saw,yes,"Home
– Limbsaw",limbsaw
The Tractor Yard,thetractoryard.com,likely,original,thetractoryard.com,Yes,ag equipment dealer,unknown,Just a moment...,blocked
Tinker AFB Outdoor Recreation,tinkerliving.com,verified,original (confirmed),tinkerliving.com,No,government,unknown,Tinker AFB | 72d Force Support Squadron,AFB
Tip Top Crane and Tree Service,tiptopcranetree.com,verified,replaced original,tiptoptreeok.com,No,tree service,yes,Tree Removal & Trimming Service | Safe & Professional | Call (855) 321-3286,tree removal
Tisdell's Implements,tisdellsimplements.com,likely,found,,Yes,ag equipment dealer,unknown,,blank page
Titan Livestock Equipment,titanlivestockequip.com,verified,original (confirmed),titanlivestockequip.com,No,livestock equipment,yes,Titan Livestock Equipment - Livestock handling equipment and trailers,livestock equipment
Top Hand Ag Equipment LLC,,no_website,original removed,tophandagequip.com,Yes,ag equipment dealer,unknown,,dead
Total Lift Solutions,totalliftsolutions.com,verified,original (confirmed),totalliftsolutions.com,Yes,crane / rigging service,yes,Crane Services in Tulsa | Total Lift Solutions,site: Crane Services in Tulsa | Total Lift Solutions
Tractor Bobs,tractorbob.com,verified,original (confirmed),tractorbob.com,Yes,construction equipment dealer / rental,unknown,"Tractors, Mowers & Equipment for Sale | Tractor Bob OKC, Yukon & Gainesville","site: Tractors, Mowers & Equipment for Sale | Tractor Bob OKC, Yukon & Gaine"
Trailer Rentals R Us,trailerrentalsrus.com,verified,original (confirmed),trailerrentalsrus.com,Yes,construction equipment dealer / rental,yes,Trailer Rentals R Us,site: Trailer Rentals R Us
Tulsa New Holland,tulsanewholland.com,verified,original (confirmed),tulsanewholland.com,Yes,ag equipment dealer,yes,"Tulsa New Holland, Inc. - Home","title: 'Tulsa New Holland, Inc. - Home'"
Tulsa Used Equipment,,no_website,,,Unsure,used equipment dealer,unknown,,site none; judged by name
United Services Organization (USO),,no_website,original removed,uso.org,No,nonprofit,unknown,,listed domain belongs to another business; domain is unrelated: 'Attention Required! | Cloudflare'
US Equipment Rental,usequipmentrentals.us,verified,found,,Yes,construction equipment rental,yes,US EQUIPMENT RENTAL,title: 'US EQUIPMENT RENTAL'
Wako LLC.,wakollc.com,verified,original (confirmed),wakollc.com,Yes,ag equipment manufacturer,yes,Big Country | Anhydrous Parts | Sprayer Parts | Fertilizer Knives | Wako,title: 'Big Country | Anhydrous Parts | Sprayer Parts | Fertilizer K'
White Star Machinery & Supply,whitestarmachinery.com,verified,original (confirmed),whitestarmachinery.com,Yes,Bobcat dealer,yes,"White Star Machinery - Bobcat Equipment New and Used Sales, Rentals KS, OK | Loaders, Excavators","title: 'White Star Machinery - Bobcat Equipment New and Used Sales, '"
Woodall Equipment Co,woodallequipment.com,verified,original (confirmed),woodallequipment.com,No,automotive shop equipment,yes,Automotive Lifts | Oklahoma City | Woodall Equipment Co.,title: 'Automotive Lifts | Oklahoma City | Woodall Equipment Co.'
Works Equipment Rental Tulsa,workseq.com,likely,original,workseq.com,Yes,construction equipment rental,unknown,Vercel Security Checkpoint,site blocked; judged by name
Wright Tractors LLC,wrighttractors.com,likely,original,wrighttractors.com,Yes,ag equipment dealer,unknown,Just a moment...,site blocked; judged by name
XTreem Tree Services,xtreemtreeok.com,verified,original (confirmed),xtreemtreeok.com,Yes,crane / rigging service,yes,Tree Services | Professional Tree Care Solutions,site: Tree Services | Professional Tree Care Solutions
XTS Crane & Rigging,xtscrane.com,verified,original (confirmed),xtscrane.com,Yes,crane service,yes,"Crane & Rigging Services in Moore, OK | XTS Crane","title: 'Crane & Rigging Services in Moore, OK | XTS Crane'"
Zetor Tractors Stockyards City,zetortractor.com,verified,original (confirmed),zetortractor.com,Yes,ag equipment dealer,yes,"Zetor Tractors - Stockyards City Oklahoma
 – Zetor-Tractors",title: 'Zetor Tractors - Stockyards City Oklahoma – Zetor-Tractors'
541 Bounce,541bounce.com,verified,original (confirmed),541bounce.com,No,party / event rental,yes,"Bounce House Rentals in Bend, OR | 541 Bounce","site: Bounce House Rentals in Bend, OR | 541 Bounce"
5G Equipment Rentals,5grentals.com,verified,original (confirmed),5grentals.com,Yes,construction equipment dealer / rental,yes,"5G Equipment Rentals | Equipment Rentals in Bend, Oregon","site: 5G Equipment Rentals | Equipment Rentals in Bend, Oregon"
A To Z Party Rental,atozpartyrental.com,verified,original (confirmed),atozpartyrental.com,No,party rental,yes,A to Z Party Rental – Serving the Willamette Valley since 1978,title: 'A to Z Party Rental – Serving the Willamette Valley since 19'
Abiqua Rentals,abiquarental.com,verified,original (confirmed),abiquarental.com,Yes,general equipment rental,yes,Abiqua Rentals - Home,title: 'Abiqua Rentals - Home'
Abound Transport,aboundtransportgroup.com,verified,original (confirmed),aboundtransportgroup.com,Yes,crane / rigging service,unknown,CNC Machine & Heavy Equipment Transport Services | Abound Transport Group,site: CNC Machine & Heavy Equipment Transport Services | Abound Transport Gr
Ace Buyers of Springfield,,no_website,original removed,sites.google.com,No,buyer/pawn,unknown,,site none; judged by name
"Ace Equipment Specialty Services, Inc.",,no_website,,,Unsure,equipment services,unknown,,site none; judged by name
Acme Construction Supply,acmetool.com,verified,original (confirmed),acmetool.com,No,construction supply,yes,Acme Construction Supply,title: 'Acme Construction Supply'
"Action Heavy Haul, LLC",actionheavyhaul.com,verified,original (confirmed),actionheavyhaul.com,Yes,heavy haul,yes,Home - Action Heavy Haul : Action Heavy Haul,title: 'Home - Action Heavy Haul : Action Heavy Haul'
Action Rent-All & Events,actionrent-all.com,verified,original (confirmed),actionrent-all.com,No,party / event rental,yes,Action Rent-All & Events,site: Action Rent-All & Events
Advanced Truck Body & Equipment Co,advancedtruck.com,verified,original (confirmed),advancedtruck.com,Yes,truck body/equipment upfitter,unknown,"Advanced Truck Body & Equipment Co. – Truck beds, bodies and equipment in Southern Oregon","title: 'Advanced Truck Body & Equipment Co. – Truck beds, bodies and'"
Affordable Equipment,,no_website,original removed,affordableequipmentinc.com,Unsure,equipment,unknown,,title: 'AffordableEquipment.com - Reserved For Strategic Use'
Affordable Equipment Sales Inc.,affordableequipmentsales.com,verified,original (confirmed),affordableequipmentsales.com,Yes,construction equipment dealer / rental,yes,"Affordable Equipment Sales - Buy, Sell, Trade Heavy Equipment in Oregon","site: Affordable Equipment Sales - Buy, Sell, Trade Heavy Equipment in Orego"
Ag-Bag Forage Solutions – Tractor Repair & Farm Equipment Dealer,ag-bagfs.com,verified,original (confirmed),ag-bagfs.com,Yes,ag equipment dealer,yes,"Tractors, Mowers & Ag Equipment in Astoria, OR | AG-BAG FS","title: 'Tractors, Mowers & Ag Equipment in Astoria, OR | AG-BAG FS'"
Ag West Supply Farm Store,agwestsupply.com,verified,original (confirmed),agwestsupply.com,No,farm supply store,yes,"Farm Supplies, Feed, Tires & Equipment | Ag West Supply | Rickreall, Oregon","title: 'Farm Supplies, Feed, Tires & Equipment | Ag West Supply | Ri'"
Al's Tractor Sales of Salem,,no_website,,,Yes,ag equipment dealer,unknown,,site none; judged by name
Albany Rental,albanyrental.net,verified,original (confirmed),albanyrental.net,Yes,general equipment rental,yes,Albany Rental,title: 'Albany Rental'
All-Brand Forklift Repair,allbrandforkliftrepair.com,verified,found,,Yes,forklift repair,unknown,All-Brand Forklift Repair,title: 'All-Brand Forklift Repair'
All in One,,no_website,,,No,janitorial,unknown,,listed domain belongs to another business; domain is unrelated: 'Expert Janitorial Cleaning Services for '
All Seasons Equipment,allseasonsequipment.net,likely,original,allseasonsequipment.net,Unsure,equipment dealer,unknown,Just a moment...,site blocked; judged by name
"Allied Power Products, Inc.",alliedpower.com,verified,original (confirmed),alliedpower.com,Yes,crane / rigging service,yes,Industrial Hoists and Winches | Allied Power Products,site: Industrial Hoists and Winches | Allied Power Products
ALRO PARTY RENTAL,alrorental.com,verified,original (confirmed),alrorental.com,No,party / event rental,yes,#1 Best Tables And Chairs For Rent In Beaverton | ALRO,site: #1 Best Tables And Chairs For Rent In Beaverton | ALRO
American Barricade Company,ambarr.com,verified,original (confirmed),ambarr.com,No,traffic sign rental,yes,Construction Sign Rentals | Willamette Valley | 541-343-0143,title: 'Construction Sign Rentals | Willamette Valley | 541-343-0143'
American Crane Services Llc,americancranenw.com,verified,original (confirmed),americancranenw.com,Yes,crane service,unknown,Home,title: 'Home'
AP Equipment Financing,apfinancing.com,verified,original (confirmed),apfinancing.com,No,equipment financing,yes,"Equipment Leasing, Financing Solutions & Dealership Partner","title: 'Equipment Leasing, Financing Solutions & Dealership Partner'"
Axis Crane,axiscranes.com,verified,replaced original,axiscrane.com,Yes,forklift / material handling,no,EOT Crane & Material Handling Equipment Manufacturer in India | Axis Cranes,site: EOT Crane & Material Handling Equipment Manufacturer in India | Axis C
B & B Crane & Rigging LLC,,no_website,,,Yes,crane service,unknown,,site none; judged by name
B & R Rentals,bandrrental.biz,verified,original (confirmed),bandrrental.biz,Yes,general equipment rental,yes,"Equipment Rentals in Boring OR | Tool Rental in Damascus OR, Boring Oregon, Sandy, Mt. Hood, Estacada, Clackamas","title: 'Equipment Rentals in Boring OR | Tool Rental in Damascus OR,'"
Barbo Machinery & Supply LLC,barbomachinery.com,verified,original (confirmed),barbomachinery.com,No,machine tools dealer,unknown,Barbo Machinery & Supply — Barbo Machinery & Supply,title: 'Barbo Machinery & Supply — Barbo Machinery & Supply'
BCS America LLC,bcsamerica.com,verified,original (confirmed),bcsamerica.com,No,two-wheel tractor distributor,yes,BCS America,title: 'BCS America'
Beaverton Motorcycles & Powersports,beavertonmotorcycles.com,likely,original,beavertonmotorcycles.com,No,powersports dealer,unknown,Just a moment...,site blocked; judged by name
Bend Rigging Supply,bendriggingsupply.com,verified,original (confirmed),bendriggingsupply.com,No,rigging supply,unknown,,title: ''
BigTime Fun Rentals,,no_website,,,No,party rental,unknown,,site none; judged by name
Bishop Lifting - Westech Rigging Supply,,no_website,original removed,lifting.com,No,rigging supply,unknown,,listed domain belongs to another business; domain is unrelated: 'Just a moment...'
Blaine Machinery Inc,blainemachinery.com,likely,replaced original,bobcatofportland.com,Unsure,machinery,unknown,blainemachinery.com,title: 'blainemachinery.com'
Bobcat of Central Oregon,bobcatofcentraloregon.com,likely,original,bobcatofcentraloregon.com,Yes,Bobcat dealer,unknown,Just a moment...,site blocked; judged by name
Botten's Equipment Rental,bottensequipmentrental.com,verified,replaced original,bottensrental.com,Yes,general equipment rental,yes,Rent Equipment & Tools in McMinnville & Cornelius OR | Botten's Equipment Rental,title: 'Rent Equipment & Tools in McMinnville & Cornelius OR | Botte'
Branson Machinery LLC (Oregon),,no_website,,,No,machine shop,unknown,,listed domain belongs to another business; domain is unrelated: 'Welcome to Branson Machine! | Branson Ma'
"Bud's Crane Service, Inc.",budscrane.com,verified,original (confirmed),budscrane.com,Yes,crane service,yes,"Crane Service Portland | Bud's Crane Service Inc. | Oregon City, Oregon",title: 'Crane Service Portland | Bud's Crane Service Inc. | Oregon C'
Bullfrog Music,,no_website,original removed,bullfrogmusic.net,No,music store,unknown,,listed domain belongs to another business; domain is unrelated: 'Home - Bullfrog Music'
Burcham's Metals Inc,burchamsmetals.com,verified,original (confirmed),burchamsmetals.com,No,scrap metal recycler,yes,"Shop & Recycle at Burcham’s Metals in Albany, Oregon","title: 'Shop & Recycle at Burcham’s Metals in Albany, Oregon'"
Burns Feed Store,burnsfeed.com,verified,original (confirmed),burnsfeed.com,No,,yes,Livestock and Feed | Burns Feed Store - Sandy Damascus Portland,site: Livestock and Feed | Burns Feed Store - Sandy Damascus Portland
Busheler's Chain Saw & Mower small engine repair,,no_website,,,No,outdoor power equipment,unknown,,site none; judged by name
C & E Rentals,canderentals.com,verified,original (confirmed),canderentals.com,Yes,general equipment rental,yes,"Equipment Rentals in Eugene OR, Tualatin OR, & Vancouver WA | C & E Rentals","title: 'Equipment Rentals in Eugene OR, Tualatin OR, & Vancouver WA '"
"Calvary Equipment, LLC",,no_website,,,Unsure,equipment,unknown,,listed domain belongs to another business; domain is unrelated: 'Calvary Church'
"Canby Rental & Equipment, Inc. (CRE)",canbyrental.com,verified,original (confirmed),canbyrental.com,Yes,general equipment rental,yes,Welcome | Canby Rental & Equipment,title: 'Welcome | Canby Rental & Equipment'
Capital Pawn Albany,cappawn.com,verified,original (confirmed),cappawn.com,No,pawn shop,yes,Home - Capital Pawn,title: 'Home - Capital Pawn'
Capital Rental,capitalrental.net,verified,original (confirmed),capitalrental.net,Yes,construction equipment rental,yes,Equipment Rental in Salem OR | Capital Rental,title: 'Equipment Rental in Salem OR | Capital Rental'
Cart-Away Supply,cart-awaysupply.com,verified,original (confirmed),cart-awaysupply.com,No,concrete supply,unknown,Cart Away Supply – Get A Load of This! Ready-Mix Rentals,title: 'Cart Away Supply – Get A Load of This! Ready-Mix Rentals'
Cascade Garden Equipment,cascadegardenequip.com,likely,original,cascadegardenequip.com,No,outdoor power equipment,unknown,Just a moment...,site blocked; judged by name
Cascade Tower & Rigging Inc,cascadetower.com,verified,original (confirmed),cascadetower.com,Yes,crane service,yes,Crane Services Washington And Oregon | Cascade Tower,title: 'Crane Services Washington And Oregon | Cascade Tower'
Cascade Valley Rentals,cascadevalleyrentals.com,verified,original (confirmed),cascadevalleyrentals.com,No,trailer rental,unknown,"Cascade Valley Rentals | Trailer Rental in Salem, Oregon","title: 'Cascade Valley Rentals | Trailer Rental in Salem, Oregon'"
CBI Forklifts,cbimfg.com,verified,original (confirmed),cbimfg.com,No,forklift attachment manufacturer,yes,Forklift Attachments | Quality USA Made | CBIMFG,title: 'Forklift Attachments | Quality USA Made | CBIMFG'
CC Heavy Equipment,areequipment.com,likely,found,,Yes,logging equipment dealer,unknown,"ARE Equipment, Inc. of Dallas, Oregon.","title: 'ARE Equipment, Inc. of Dallas, Oregon.'"
Central Equipment,,no_website,original removed,central-equip.com,Unsure,equipment,unknown,,listed domain belongs to another business; domain is unrelated: 'Central Garden & Pet | Home - Consumer &'
Central Event Rentals LLC,centraleventrentals.com,verified,original (confirmed),centraleventrentals.com,No,party / event rental,unknown,Party Rentals Bend Oregon @ Central Event Rentals,site: Party Rentals Bend Oregon @ Central Event Rentals
Central Oregon Forklift and Equipment,centraloregonforklift.com,verified,original (confirmed),centraloregonforklift.com,Yes,forklift / material handling,yes,"Central Oregon Forklift & Equipment – Forklifts, Tractors, Mowers | Bend, OR","site: Central Oregon Forklift & Equipment – Forklifts, Tractors, Mowers | Be"
Central Oregon Lawn Center,centraloregonlawncenter.com,verified,original (confirmed),centraloregonlawncenter.com,No,lawn care,yes,Bend Oregon Lawn Care | Central Oregon Lawn Care,title: 'Bend Oregon Lawn Care | Central Oregon Lawn Care'
Central Oregon Rentals,central-oregon-rentals.com,verified,original (confirmed),central-oregon-rentals.com,No,powersports rental,yes,"Central Oregon Rentals: newer Snowmobiles, ATVs, & Jet Skis for your Adventure","title: 'Central Oregon Rentals: newer Snowmobiles, ATVs, & Jet Skis '"
Central Oregon Tool Library,cotool.org,verified,original (confirmed),cotool.org,No,tool library,unknown,Central Oregon Tool Library – Central Oregon's only tool library,title: 'Central Oregon Tool Library – Central Oregon's only tool lib'
Central Parts Connection,centralpartsconnection.com,likely,original,centralpartsconnection.com,Unsure,parts,unknown,Just a moment...,site blocked; judged by name
"CESSCO, Inc.",cessco.us,verified,original (confirmed),cessco.us,Yes,construction equipment dealer,yes,CESSCO Inc.,title: 'CESSCO Inc.'
"CJ Equipment Rentals, LLC",cjequipmentrentalsllc.com,verified,original (confirmed),cjequipmentrentalsllc.com,Yes,construction equipment dealer / rental,yes,"CJ Equipment Rentals, LLC | Equipment & Trailer Rental | Aurora, OR","site: CJ Equipment Rentals, LLC | Equipment & Trailer Rental | Aurora, OR"
Coastal Farm & Ranch,coastalcountry.com,verified,original (confirmed),coastalcountry.com,Yes,ag / tractor equipment dealer,yes,Coastal Country | Just what the country needs,site: Coastal Country | Just what the country needs
Cohen Aerial Equipment Rental,,no_website,,,Yes,aerial lift rental,unknown,,site none; judged by name
"Columbia River Rentals, LLC",columbiariverboatrental.com,verified,replaced original,rentcats.com,No,watersports rental,unknown,Powersports & Boat Rental | Columbia River Rental | Wenatchee,title: 'Powersports & Boat Rental | Columbia River Rental | Wen'
COLUMBIA WESTERN MACHINERY,columbiawesternmachinery.com,verified,original (confirmed),columbiawesternmachinery.com,Yes,construction equipment dealer / rental,yes,Columbia Western Machinery,site: Columbia Western Machinery
Consolidated Towing Inc,consolidatedtowing.com,verified,original (confirmed),consolidatedtowing.com,No,towing,yes,Bend Oregon's #1 Towing Company | Consolidated Towing,title: 'Bend Oregon's #1 Towing Company | Consolidated Towing'
Contractor Sales & Services,,no_website,,,Unsure,contractor equipment,unknown,,site none; judged by name
Cook Crane Corporation,cookcraneservicemedford.com,verified,original (confirmed),cookcraneservicemedford.com,Yes,crane service,yes,Crane Solutions | Southern Oregon | Cook Crane Corporation,title: 'Crane Solutions | Southern Oregon | Cook Crane Corporation'
Cooper Tractor & Equipment,,no_website,,,Yes,ag equipment dealer,unknown,,site none; judged by name
Corvallis Lawnmower Center,,no_website,,,No,outdoor power equipment,unknown,,site none; judged by name
Corvallis Power Equipment,,no_website,original removed,stihlusa.com,No,outdoor power equipment,unknown,,site dead; judged by name
Corvallis Rental Equipment INC,corvallisrentalequipment.com,verified,original (confirmed),corvallisrentalequipment.com,Yes,construction equipment dealer / rental,yes,Corvallis Rental Equipment,site: Corvallis Rental Equipment
Corvallis Tool Company,corvallistool.com,verified,original (confirmed),corvallistool.com,No,industrial machinery manufacturer,yes,Corvallis Tool Company - Corvallis Tool Company,title: 'Corvallis Tool Company - Corvallis Tool Company'
Crane Equipment Manufacturing Corporation,grizzlycranes.com,verified,original (confirmed),grizzlycranes.com,No,crane manufacturer,yes,"Crane Equipment Mfg. Corp. ""Grizzly Cranes""","title: 'Crane Equipment Mfg. Corp. ""Grizzly Cranes""'"
DFR Equipment Services,dfr.repair,verified,original (confirmed),dfr.repair,Yes,heavy-duty diesel repair,yes,"Heavy-Duty Diesel Repair in Central Point, OR | DFR Repair","title: 'Heavy-Duty Diesel Repair in Central Point, OR | DFR Repair'"
Duran Farm & Equipment,duranfarmequipment.com,verified,found,,Unsure,farm supply & equipment rental,yes,"Farm Supplies & Equipment Rentals in Scio, OR | Duran Farm & Equipment","title: 'Farm Supplies & Equipment Rentals in Scio, OR | Duran Farm &'"
Edge Construction Supply,edgecs.com,verified,original (confirmed),edgecs.com,No,construction supply,unknown,Edge Construction Supply,title: 'Edge Construction Supply'
"Elam Farms, Inc.",,no_website,,,No,farm,unknown,,site none; judged by name
Elite Equipment,medfordtrucks.com,verified,original (confirmed),medfordtrucks.com,Yes,heavy truck dealer,yes,Home | Elite Equipment,title: 'Home | Elite Equipment'
Elite Equipment Rental,eliterentals.net,verified,replaced original,eliteequipment.net,Yes,hydrovac truck rental,yes,Hydrovac Truck Rentals & Parts | Elite Rentals,title: 'Hydrovac Truck Rentals & Parts | Elite Rentals'
Emerald Power Equipment,,no_website,,,No,outdoor power equipment,unknown,,site none; judged by name
EMP Forklift Repair,empforklift.com,verified,original (confirmed),empforklift.com,Yes,forklift / material handling,yes,"EMP Forklift Repair, Maintenace & Parts Supplier | Albany, OR","site: EMP Forklift Repair, Maintenace & Parts Supplier | Albany, OR"
Equipment NW,equipmentnw.com,verified,original (confirmed),equipmentnw.com,Yes,construction equipment dealer,yes,Equipment NW - SANY & TYM Dealer in Oregon,title: 'Equipment NW - SANY & TYM Dealer in Oregon'
EZ EXCAVATOR RENTALS,ezexcavatorrentals.com,verified,original (confirmed),ezexcavatorrentals.com,Yes,construction equipment dealer / rental,yes,"Excavator Rental, Track Loader, Trailer - Delivery or Pickup","site: Excavator Rental, Track Loader, Trailer - Delivery or Pickup"
EZ Rental & Services,ezrentalandservices.com,verified,original (confirmed),ezrentalandservices.com,No,traffic safety rental,yes,EZ Rental & Services,title: 'EZ Rental & Services'
"Fahey Machinery Co., Inc.",faheyinc.com,verified,original (confirmed),faheyinc.com,No,fabrication machinery dealer,yes,"Fahey Machinery | New & Used Fabricating Machinery in Oregon, Washington, California, Idaho, Alaska & Hawaii",title: 'Fahey Machinery | New & Used Fabricating Machinery in Oregon'
Farm Equipment Headquarters,feheq.com,likely,original,feheq.com,Yes,ag equipment dealer,unknown,Just a moment...,site blocked; judged by name
Farmland Tractor,farmlandtractor.com,verified,original (confirmed),farmlandtractor.com,Yes,tractor parts,yes,Farm Tractor Parts Online | Used Tractor Parts for Sale,title: 'Farm Tractor Parts Online | Used Tractor Parts for Sale'
Feenaughty Machinery Co,feenaughty.com,likely,original,feenaughty.com,Yes,construction equipment dealer,unknown,feenaughty.com,site blocked; judged by name
FGR Equipment,fgrequipment.com,verified,original (confirmed),fgrequipment.com,Yes,construction equipment dealer / rental,yes,Top Heavy Equipment Sales for Your Projects,site: Top Heavy Equipment Sales for Your Projects
Fischer Mill Supply Inc,fischermillsupply.com,likely,original,fischermillsupply.com,No,industrial supply,unknown,Just a moment...,site blocked; judged by name
Forklift Headquarters,forkliftheadquarters.com,verified,original (confirmed),forkliftheadquarters.com,Yes,forklift / material handling,yes,"Forklift Headquarters - Forklift Parts, Used Parts","site: Forklift Headquarters - Forklift Parts, Used Parts"
Forklift Services of Oregon,fsoforegon.com,likely,original,fsoforegon.com,Yes,forklift service,unknown,Just a moment...,site blocked; judged by name
Forklifts of Portland LLC.,forkliftsofportland.net,verified,original (confirmed),forkliftsofportland.net,Yes,forklift / material handling,unknown,"wholesale used fork lifts Portland Oregon, Used Forklifts For Sale - Forklifts of Portland Llc - Portland, Or","site: wholesale used fork lifts Portland Oregon, Used Forklifts For Sale - F"
"Forslund Crane Service, Inc",forslundcrane.com,verified,original (confirmed),forslundcrane.com,Yes,crane service,yes,"Cranes - Albany, OR​ - Forslund Crane Service, Inc.","title: 'Cranes - Albany, OR​ - Forslund Crane Service, Inc.'"
Forte Equipment Rentals LLC,forterentals.com,verified,original (confirmed),forterentals.com,Yes,construction equipment dealer / rental,yes,Forte Equipment Rentals,site: Forte Equipment Rentals
Fowler Aerial Lift Rental,,no_website,,,Yes,aerial lift rental,unknown,,site none; judged by name
Fulton Crane & Rigging,fultoncraneandrigging.com,verified,original (confirmed),fultoncraneandrigging.com,Yes,crane service,yes,"Crane Services l Beaverton, OR l Fulton Crane & Rigging","title: 'Crane Services l Beaverton, OR l Fulton Crane & Rigging'"
GAINS Fitness Equipment Garage Showroom,gains.fitness,verified,original (confirmed),gains.fitness,No,fitness equipment,unknown,Home Gym Exercise & Strength Training Equipment | GAINS,title: 'Home Gym Exercise & Strength Training Equipment | GAINS'
General Equipment,general-equip.com,verified,original (confirmed),general-equip.com,Yes,heavy truck dealer,yes,"Trucks & Equipment | Portland, OR | General Equipment Company","title: 'Trucks & Equipment | Portland, OR | General Equipment Compan'"
General Equipment Company,general-equip.com,verified,found,,Yes,heavy truck dealer,yes,"Trucks & Equipment | Portland, OR | General Equipment Company","title: 'Trucks & Equipment | Portland, OR | General Equipment Compan'"
General Rental Center of Dallas,grental.com,verified,original (confirmed),grental.com,Yes,general equipment rental,yes,"General Rental Center of Dallas | Dallas Oregon | 167 SW Clay St, Dallas, OR 97338",title: 'General Rental Center of Dallas | Dallas Oregon | 167 SW Cla'
General Trailer Parts LLC,generaltrailerparts.com,likely,original,generaltrailerparts.com,No,trailer parts,unknown,,site blocked; judged by name
Gerlock Towing & Heavy Haul - Heavy Duty & Semi Tractor Trailer Towing,gerlocktowing.com,verified,original (confirmed),gerlocktowing.com,Yes,crane / rigging service,yes,Gerlock Towing & Heavy Haul - Heavy Duty & Semi Tractor Trailer Towing | Incident Management | Equipment Haul | Oregon,site: Gerlock Towing & Heavy Haul - Heavy Duty & Semi Tractor Trailer Towing
